sale_id,title,genre,city,price,quantity,rating,payment_type,sale_date
77,Book 645,Fiction,Bengaluru,530.33,3,1.1,UPI,2025-05-01
78,Book 3545,Romance,Hyderabad,962.43,4,1.4,UPI,2025-03-24
79,Book 3080,Sci-Fi,Chennai,556.08,1,2.8,UPI,2025-07-26
80,Book 80,Self-Help,Bengaluru,588.15,3,2.9,NetBanking,2025-09-02
81,Book 3748,Romance,Chennai,764.42,2,3.9,Card,2025-12-10
82,Book 3176,Sci-Fi,Chennai,1335.69,5,1.2,Card,2025-06-09
83,Book 2774,Children,Pune,559.98,5,2.9,UPI,2025-02-28
84,Book 600,Mystery,Pune,1267.54,3,3.1,Card,2025-10-31
85,Book 2122,Fiction,Pune,1315.94,3,4.8,Card,2025-08-18
86,Book 894,Self-Help,Bengaluru,1012.2,1,1.1,Card,2025-09-13
87,Book 2732,History,Delhi,1166.01,4,4.1,COD,2025-02-05
88,Book 276,History,Hyderabad,429.96,1,3.9,Card,2025-04-25
89,Book 3072,Mystery,Bengaluru,218.46,3,3.4,COD,2025-10-08
90,Book 2631,Mystery,Delhi,261.91,3,3.4,COD,2025-10-31
91,Book 3597,Self-Help,Hyderabad,1189.33,2,1.8,COD,2025-06-08
92,Book 1650,Biography,Chennai,1178.56,4,4.2,UPI,2025-10-21
93,Book 1021,Biography,Hyderabad,1017.53,4,3.6,UPI,2025-11-04
94,Book 1030,Self-Help,Delhi,619.94,5,3.3,Card,2025-05-22
95,Book 2981,Sci-Fi,Delhi,956.29,4,1.0,NetBanking,2025-11-24
96,Book 3351,Mystery,Chennai,796.18,2,3.8,COD,2025-04-16
97,Book 2863,Children,Chennai,1068.45,3,2.8,UPI,2025-03-29
98,Book 3779,Fiction,Chennai,1488.79,3,2.8,COD,2025-09-07
99,Book 316,Sci-Fi,Mumbai,1346.05,5,3.9,UPI,2025-08-21
100,Book 2110,Mystery,Chennai,789.23,3,2.1,NetBanking,2025-02-21
101,Book 3906,Mystery,Hyderabad,984.88,2,3.3,COD,2025-10-31
102,Book 3202,Biography,Hyderabad,1278.18,2,3.3,UPI,2025-03-14
103,Book 281,Fiction,Mumbai,402.16,1,4.5,COD,2025-10-21
104,Book 310,Fiction,Hyderabad,1014.53,2,2.1,UPI,2025-01-03
105,Book 2095,Fiction,Chennai,1346.22,4,3.7,COD,2025-10-18
106,Book 2751,History,Mumbai,1354.8,5,2.2,NetBanking,2025-10-15
107,Book 3144,Self-Help,Delhi,255.07,1,1.8,UPI,2025-10-12
108,Book 1835,Fiction,Hyderabad,768.14,3,2.3,UPI,2025-08-31
109,Book 3343,Biography,Chennai,1144.21,3,3.3,UPI,2025-06-22
110,Book 2945,Biography,Pune,1125.04,4,1.3,NetBanking,2025-09-15
111,Book 2309,Mystery,Hyderabad,811.21,5,3.3,NetBanking,2025-04-12
112,Book 517,Mystery,Mumbai,1199.96,3,3.6,NetBanking,2025-10-12
113,Book 822,Romance,Pune,119.17,2,1.1,Card,2025-07-22
114,Book 3679,Sci-Fi,Hyderabad,874.88,5,1.5,Card,2025-06-17
115,Book 3821,Self-Help,Bengaluru,1122.08,3,4.2,UPI,2025-07-04
116,Book 3520,Self-Help,Hyderabad,585.9,2,2.0,COD,2025-07-27
117,Book 854,Self-Help,Delhi,1163.74,5,2.0,COD,2025-01-14
118,Book 1512,Romance,Bengaluru,649.37,4,4.3,NetBanking,2025-02-21
119,Book 3205,Biography,Bengaluru,432.11,2,2.6,Card,2025-03-31
120,Book 464,Fiction,Pune,969.25,5,1.9,Card,2025-02-11
121,Book 1324,Self-Help,Chennai,700.0,2,2.7,NetBanking,2025-06-10
122,Book 1285,History,Bengaluru,252.28,2,3.3,NetBanking,2025-09-01
123,Book 3431,History,Pune,438.07,4,4.4,COD,2025-08-27
124,Book 3182,Biography,Hyderabad,533.95,4,4.6,Card,2025-06-21
125,Book 1386,Biography,Delhi,412.09,1,5.0,UPI,2025-11-09
126,Book 304,Sci-Fi,Pune,923.1,5,4.7,NetBanking,2025-07-26
127,Book 3517,History,Hyderabad,1272.81,5,1.6,Card,2025-01-29
128,Book 1935,Romance,Delhi,1110.13,3,3.8,Card,2025-10-07
129,Book 1303,Mystery,Chennai,568.02,5,3.8,NetBanking,2025-07-29
130,Book 258,Sci-Fi,Hyderabad,726.1,1,3.0,NetBanking,2025-08-20
131,Book 2854,Self-Help,Mumbai,149.6,3,2.0,Card,2025-07-26
132,Book 3196,Self-Help,Mumbai,1174.16,2,4.6,UPI,2025-07-22
133,Book 3302,Children,Hyderabad,662.83,5,1.4,UPI,2025-02-03
134,Book 186,Romance,Bengaluru,874.03,3,1.3,UPI,2025-07-24
135,Book 2928,Self-Help,Pune,295.01,3,1.9,Card,2025-10-18
136,Book 2645,History,Chennai,861.98,4,1.1,NetBanking,2025-04-21
137,Book 774,Fiction,Bengaluru,1376.67,2,1.7,Card,2025-08-09
138,Book 1292,Self-Help,Chennai,445.55,2,1.3,COD,2025-01-12
139,Book 1364,Children,Pune,227.44,3,4.8,UPI,2025-05-07
140,Book 3696,Sci-Fi,Mumbai,468.29,2,3.4,UPI,2025-06-09
141,Book 3081,Children,Mumbai,1284.34,4,4.6,Card,2025-12-25
142,Book 1143,Romance,Bengaluru,1121.47,5,2.9,NetBanking,2025-03-20
143,Book 1432,Romance,Chennai,231.25,4,2.8,COD,2025-04-11
144,Book 2097,Sci-Fi,Chennai,606.43,4,2.4,UPI,2025-05-30
145,Book 1286,Fiction,Delhi,1033.52,3,4.8,COD,2025-12-29
146,Book 2368,History,Delhi,607.98,5,4.2,UPI,2025-11-08
147,Book 3260,Romance,Bengaluru,103.24,3,4.2,NetBanking,2025-01-13
148,Book 3311,Self-Help,Bengaluru,729.81,5,2.6,COD,2025-03-27
149,Book 111,Sci-Fi,Mumbai,1017.76,5,1.6,Card,2025-10-27
150,Book 3267,Fiction,Pune,1352.8,3,1.9,NetBanking,2025-01-22
151,Book 1928,Self-Help,Chennai,153.59,4,3.1,Card,2025-11-09
152,Book 1478,Sci-Fi,Delhi,1426.62,3,1.3,NetBanking,2025-04-13
153,Book 35,Self-Help,Delhi,919.71,3,4.4,UPI,2025-12-01
154,Book 157,History,Pune,1381.44,1,2.5,NetBanking,2025-04-18
155,Book 1411,Self-Help,Chennai,1416.76,2,3.4,NetBanking,2025-06-08
156,Book 2999,Fiction,Pune,992.39,4,2.8,NetBanking,2025-08-30
157,Book 3988,Self-Help,Mumbai,1081.64,5,1.3,Card,2025-02-16
158,Book 3230,Self-Help,Delhi,1264.97,5,1.5,Card,2025-07-23
159,Book 3446,Romance,Chennai,502.79,5,2.6,UPI,2025-07-04
160,Book 2718,Mystery,Bengaluru,519.3,1,3.2,NetBanking,2025-10-14
161,Book 960,Biography,Hyderabad,248.85,2,4.6,NetBanking,2025-12-30
162,Book 1386,Fiction,Hyderabad,260.54,2,1.3,NetBanking,2025-08-31
163,Book 181,Sci-Fi,Chennai,1492.24,1,3.5,NetBanking,2025-05-30
164,Book 3461,Sci-Fi,Delhi,1430.49,2,2.9,NetBanking,2025-05-29
165,Book 1743,Fiction,Pune,1115.58,4,4.7,NetBanking,2025-06-02
166,Book 3997,Self-Help,Pune,863.95,3,4.4,NetBanking,2025-10-25
167,Book 1612,History,Bengaluru,943.44,3,2.4,UPI,2025-04-28
168,Book 1438,Self-Help,Mumbai,1128.27,4,2.4,COD,2025-03-02
169,Book 2919,Sci-Fi,Delhi,223.18,1,4.9,UPI,2025-05-03
170,Book 2782,History,Chennai,1317.1,2,2.4,UPI,2025-01-09
171,Book 1215,Fiction,Pune,344.69,4,3.4,Card,2025-02-08
172,Book 2752,Biography,Pune,1195.5,5,1.6,Card,2025-02-02
173,Book 3294,Romance,Chennai,454.41,3,2.7,COD,2025-10-09
174,Book 970,Fiction,Pune,554.42,2,3.7,Card,2025-09-21
175,Book 1029,History,Hyderabad,1010.2,5,1.3,Card,2025-09-12
176,Book 1467,Sci-Fi,Bengaluru,1338.43,1,4.2,Card,2025-06-18
177,Book 2813,Self-Help,Chennai,929.17,4,3.0,COD,2025-09-19
178,Book 3305,Mystery,Hyderabad,186.84,1,1.9,NetBanking,2025-02-28
179,Book 2582,Self-Help,Delhi,339.59,1,2.6,NetBanking,2025-11-25
180,Book 2780,Biography,Bengaluru,1297.45,1,2.5,UPI,2025-07-02
181,Book 3408,Self-Help,Chennai,1207.01,4,4.0,COD,2025-12-09
182,Book 3530,History,Delhi,1104.89,3,4.4,UPI,2025-02-25
183,Book 1369,Mystery,Hyderabad,177.88,4,1.6,Card,2025-07-01
184,Book 3925,Sci-Fi,Hyderabad,168.6,1,4.1,COD,2025-09-12
185,Book 2851,Self-Help,Delhi,1126.65,1,3.5,NetBanking,2025-06-30
186,Book 1672,Fiction,Hyderabad,152.07,5,3.8,UPI,2025-06-12
187,Book 1298,Children,Pune,760.65,2,2.6,UPI,2025-03-02
188,Book 2852,Romance,Chennai,951.87,5,4.8,Card,2025-05-20
189,Book 1183,Mystery,Chennai,1018.65,2,1.9,Card,2025-03-29
190,Book 3603,History,Hyderabad,1275.19,2,3.4,COD,2025-04-21
191,Book 429,Sci-Fi,Mumbai,800.95,2,4.7,UPI,2025-09-07
192,Book 3504,Children,Hyderabad,297.89,1,2.3,Card,2025-08-19
193,Book 1905,Children,Hyderabad,272.46,5,2.0,Card,2025-08-10
194,Book 2010,Biography,Mumbai,608.83,5,4.5,Card,2025-05-13
195,Book 2054,History,Chennai,1414.37,2,2.4,NetBanking,2025-12-17
196,Book 1490,Mystery,Hyderabad,1468.99,1,1.5,Card,2025-02-01
197,Book 1679,Biography,Pune,388.14,1,4.9,NetBanking,2025-05-06
198,Book 3651,Fiction,Pune,169.0,1,3.5,NetBanking,2025-02-13
199,Book 2574,Children,Pune,281.85,2,5.0,NetBanking,2025-05-04
200,Book 3729,Romance,Pune,170.37,5,3.0,COD,2025-12-18
201,Book 541,Fiction,Pune,750.57,3,4.7,COD,2025-05-14
202,Book 3609,Biography,Hyderabad,630.42,1,3.2,Card,2025-11-28
203,Book 3043,Biography,Bengaluru,1346.55,2,3.4,Card,2025-06-30
204,Book 2438,Self-Help,Hyderabad,532.62,4,2.3,COD,2025-09-13
205,Book 3034,History,Delhi,431.78,5,1.9,COD,2025-06-16
206,Book 1812,Romance,Chennai,265.85,4,1.3,Card,2025-04-08
207,Book 2849,Romance,Hyderabad,1162.57,2,2.3,UPI,2025-10-06
208,Book 2959,Biography,Mumbai,1128.59,2,2.3,Card,2025-12-20
209,Book 1535,Children,Mumbai,669.89,1,3.5,UPI,2025-04-07
210,Book 2088,Mystery,Chennai,303.87,5,1.3,NetBanking,2025-10-12
211,Book 100,History,Delhi,517.86,5,3.3,Card,2025-04-06
212,Book 1528,Fiction,Pune,321.33,4,1.1,Card,2025-09-19
213,Book 879,Sci-Fi,Bengaluru,590.68,1,2.5,Card,2025-10-15
214,Book 1992,History,Bengaluru,1044.82,1,2.8,UPI,2025-06-14
215,Book 2090,Fiction,Bengaluru,462.56,1,2.9,UPI,2025-09-26
216,Book 2356,Self-Help,Delhi,793.2,5,4.8,NetBanking,2025-04-10
217,Book 789,Sci-Fi,Hyderabad,1211.76,1,3.7,Card,2025-01-29
218,Book 1376,Biography,Bengaluru,1078.2,5,4.5,NetBanking,2025-02-05
219,Book 1298,Sci-Fi,Pune,1084.91,3,3.4,Card,2025-06-13
220,Book 166,Sci-Fi,Pune,152.92,1,3.7,UPI,2025-11-26
221,Book 2263,Sci-Fi,Chennai,558.26,4,3.1,Card,2025-02-16
222,Book 3048,Romance,Chennai,212.04,2,1.0,UPI,2025-06-16
223,Book 2176,Self-Help,Chennai,1439.67,4,1.6,NetBanking,2025-09-14
224,Book 2179,Mystery,Delhi,119.74,3,2.7,NetBanking,2025-03-15
225,Book 3703,Self-Help,Pune,736.37,4,1.8,NetBanking,2025-09-21
226,Book 201,Fiction,Delhi,102.98,4,3.4,UPI,2025-04-22
227,Book 2047,Fiction,Chennai,496.81,4,4.4,NetBanking,2025-10-23
228,Book 2048,Mystery,Hyderabad,1130.16,5,3.7,COD,2025-07-31
229,Book 3600,History,Mumbai,1398.09,5,4.0,UPI,2025-07-19
230,Book 1443,Biography,Pune,903.69,5,2.8,UPI,2025-03-06
231,Book 1088,Fiction,Pune,1281.67,2,3.8,UPI,2025-06-19
232,Book 1934,Fiction,Bengaluru,1415.64,3,3.4,UPI,2025-11-09
233,Book 3082,Mystery,Delhi,709.95,3,1.8,Card,2025-01-08
234,Book 1986,Sci-Fi,Mumbai,1361.85,3,2.3,COD,2025-10-04
235,Book 1515,Biography,Mumbai,835.6,5,4.9,UPI,2025-06-29
236,Book 3975,Romance,Bengaluru,472.1,1,2.1,UPI,2025-09-20
237,Book 2469,Romance,Hyderabad,1137.31,1,4.5,NetBanking,2025-08-31
238,Book 1382,Mystery,Delhi,1007.69,3,3.8,UPI,2025-06-07
239,Book 619,Biography,Mumbai,1289.77,4,1.0,COD,2025-04-23
240,Book 158,Biography,Bengaluru,508.88,2,4.3,Card,2025-08-17
241,Book 2869,Self-Help,Mumbai,789.78,4,1.3,COD,2025-02-21
242,Book 2383,Self-Help,Delhi,814.31,2,4.5,UPI,2025-08-02
243,Book 21,Self-Help,Hyderabad,1266.68,2,3.3,COD,2025-02-04
244,Book 1199,Romance,Mumbai,394.32,1,2.3,COD,2025-08-26
245,Book 1095,Romance,Delhi,925.46,3,2.5,Card,2025-08-18
246,Book 3003,Fiction,Hyderabad,1430.13,4,3.6,COD,2025-01-31
247,Book 3751,Biography,Hyderabad,749.6,4,1.0,COD,2025-10-04
248,Book 3378,Children,Chennai,438.15,1,4.3,UPI,2025-06-01
249,Book 576,Mystery,Pune,868.63,1,1.5,NetBanking,2025-10-15
250,Book 1756,Fiction,Chennai,220.28,4,1.5,Card,2025-01-16
251,Book 3643,Romance,Delhi,999.97,5,4.0,UPI,2025-03-07
252,Book 2958,Sci-Fi,Bengaluru,352.99,2,2.2,COD,2025-06-30
253,Book 2083,History,Mumbai,1038.67,3,4.2,NetBanking,2025-03-10
254,Book 3569,Sci-Fi,Hyderabad,237.61,1,2.9,UPI,2025-05-01
255,Book 324,Romance,Bengaluru,323.87,1,3.9,UPI,2025-08-30
256,Book 3936,Children,Delhi,261.08,5,4.3,Card,2025-02-22
257,Book 3559,History,Pune,1475.15,3,2.6,UPI,2025-09-05
258,Book 2642,Mystery,Bengaluru,929.71,4,4.7,NetBanking,2025-02-07
259,Book 3767,Romance,Chennai,1306.2,3,2.3,COD,2025-03-05
260,Book 3652,Biography,Hyderabad,1424.53,1,3.2,COD,2025-08-03
261,Book 2690,Mystery,Pune,1482.73,1,2.1,UPI,2025-10-17
262,Book 780,Romance,Chennai,788.36,4,4.1,Card,2025-03-04
263,Book 1157,Fiction,Mumbai,1191.6,1,4.0,Card,2025-04-20
264,Book 1099,Romance,Pune,433.8,3,4.4,COD,2025-12-04
265,Book 1227,Fiction,Chennai,995.66,3,2.6,NetBanking,2025-12-28
266,Book 824,Fiction,Chennai,382.92,3,3.1,COD,2025-08-01
267,Book 1762,Mystery,Hyderabad,1336.69,4,1.7,Card,2025-06-13
268,Book 2702,Self-Help,Bengaluru,919.52,4,5.0,COD,2025-05-07
269,Book 1915,Self-Help,Delhi,1200.78,1,1.3,Card,2025-08-12
270,Book 2887,History,Chennai,269.38,2,2.0,COD,2025-08-04
271,Book 3456,Mystery,Mumbai,863.5,3,4.7,Card,2025-04-18
272,Book 3720,Romance,Bengaluru,568.21,1,1.4,UPI,2025-01-09
273,Book 3719,Sci-Fi,Pune,1101.56,4,2.1,COD,2025-02-25
274,Book 2745,Mystery,Hyderabad,300.46,4,3.5,COD,2025-12-16
275,Book 1181,Self-Help,Delhi,342.9,5,3.3,NetBanking,2025-06-02
276,Book 260,History,Chennai,1187.24,5,4.0,Card,2025-06-26
277,Book 143,Sci-Fi,Bengaluru,963.52,1,1.4,UPI,2025-06-20
278,Book 3340,History,Hyderabad,1001.93,5,2.4,Card,2025-10-13
279,Book 2001,Biography,Pune,314.94,1,4.9,COD,2025-01-24
280,Book 867,Self-Help,Pune,795.61,4,4.8,UPI,2025-01-31
281,Book 1298,Children,Delhi,1414.44,2,2.6,Card,2025-04-11
282,Book 2527,Children,Bengaluru,349.2,2,4.9,Card,2025-06-27
283,Book 2447,Sci-Fi,Mumbai,1021.29,3,1.4,Card,2025-09-02
284,Book 3731,Biography,Bengaluru,707.6,2,4.6,COD,2025-06-29
285,Book 363,Children,Hyderabad,492.78,3,4.0,Card,2025-06-11
286,Book 2741,Sci-Fi,Chennai,1270.46,1,5.0,NetBanking,2025-12-09
287,Book 3861,History,Delhi,692.15,5,3.2,COD,2025-02-28
288,Book 1728,Fiction,Chennai,502.54,4,2.4,NetBanking,2025-07-28
289,Book 1993,Mystery,Delhi,899.62,1,1.9,Card,2025-07-17
290,Book 1596,Fiction,Delhi,1059.78,4,2.6,COD,2025-06-22
291,Book 676,Fiction,Delhi,1079.96,1,3.2,COD,2025-10-22
292,Book 124,Self-Help,Delhi,1187.49,2,1.9,NetBanking,2025-04-08
293,Book 2423,Biography,Chennai,1420.35,4,2.8,NetBanking,2025-12-15
294,Book 3049,Mystery,Delhi,831.67,3,1.1,UPI,2025-05-02
295,Book 3688,Mystery,Delhi,806.06,4,1.6,COD,2025-07-18
296,Book 126,Romance,Bengaluru,803.14,2,1.4,NetBanking,2025-07-10
297,Book 2916,Romance,Mumbai,904.14,1,4.1,NetBanking,2025-11-07
298,Book 3650,Biography,Chennai,642.84,1,1.4,UPI,2025-06-10
299,Book 3553,Romance,Delhi,628.41,4,2.1,COD,2025-04-14
300,Book 1894,Self-Help,Mumbai,1400.47,2,3.3,Card,2025-01-08
301,Book 84,History,Mumbai,842.87,1,4.7,Card,2025-05-13
302,Book 43,Self-Help,Delhi,1306.26,2,4.0,NetBanking,2025-10-29
303,Book 806,Self-Help,Delhi,526.06,5,3.5,NetBanking,2025-01-04
304,Book 2197,Romance,Mumbai,246.72,3,4.3,COD,2025-11-24
305,Book 3285,Sci-Fi,Chennai,1253.15,3,2.0,Card,2025-07-18
306,Book 1486,Romance,Delhi,634.53,3,3.5,UPI,2025-02-21
307,Book 422,Children,Bengaluru,885.22,3,4.3,Card,2025-04-21
308,Book 2284,Biography,Chennai,152.87,3,2.7,COD,2025-07-22
309,Book 1228,Sci-Fi,Hyderabad,1089.38,3,2.7,UPI,2025-04-26
310,Book 128,History,Bengaluru,988.6,3,1.5,UPI,2025-02-09
311,Book 1911,Children,Chennai,906.25,4,4.3,COD,2025-09-01
312,Book 2596,Mystery,Delhi,533.26,4,3.9,UPI,2025-09-03
313,Book 330,Romance,Hyderabad,1325.4,2,3.1,COD,2025-02-13
314,Book 1953,Self-Help,Pune,1395.56,2,2.6,UPI,2025-04-13
315,Book 2118,History,Hyderabad,806.58,3,3.7,UPI,2025-03-31
316,Book 2722,Fiction,Chennai,1302.61,3,4.7,COD,2025-08-29
317,Book 1969,Children,Chennai,1369.51,1,2.1,UPI,2025-09-24
318,Book 440,History,Mumbai,383.92,1,1.8,NetBanking,2025-09-23
319,Book 1445,History,Delhi,546.76,5,3.6,NetBanking,2025-12-09
320,Book 3924,Mystery,Delhi,1396.0,4,4.3,NetBanking,2025-10-08
321,Book 3635,Romance,Delhi,620.48,5,2.1,UPI,2025-04-28
322,Book 1562,Fiction,Delhi,581.19,5,3.8,UPI,2025-02-09
323,Book 2677,Children,Pune,1315.44,5,2.9,Card,2025-08-13
324,Book 2708,Romance,Pune,370.93,3,2.8,COD,2025-12-01
325,Book 2690,Romance,Hyderabad,335.07,4,2.1,UPI,2025-12-22
326,Book 309,History,Pune,213.29,3,1.8,COD,2025-03-26
327,Book 1145,Mystery,Mumbai,193.83,1,3.6,NetBanking,2025-03-28
328,Book 2115,Sci-Fi,Delhi,319.3,4,2.6,UPI,2025-01-14
329,Book 1669,History,Hyderabad,1142.86,3,4.9,UPI,2025-02-21
330,Book 185,Fiction,Bengaluru,958.76,5,1.8,UPI,2025-07-22
331,Book 2249,Romance,Pune,156.89,3,4.7,UPI,2025-07-19
332,Book 2013,Children,Bengaluru,669.21,5,2.6,NetBanking,2025-05-16
333,Book 1890,Biography,Pune,832.19,1,4.5,COD,2025-04-24
334,Book 2387,Children,Hyderabad,954.48,1,4.0,UPI,2025-10-30
335,Book 3834,Children,Hyderabad,494.1,4,1.4,Card,2025-06-17
336,Book 3508,Children,Pune,363.82,2,3.6,NetBanking,2025-10-23
337,Book 3686,Biography,Bengaluru,664.57,3,4.2,NetBanking,2025-12-18
338,Book 2611,Romance,Delhi,809.05,3,4.5,UPI,2025-04-26
339,Book 174,Self-Help,Chennai,1447.65,1,4.0,UPI,2025-03-15
340,Book 1514,Mystery,Delhi,1287.38,2,1.3,NetBanking,2025-12-14
341,Book 2405,Self-Help,Bengaluru,1432.65,2,3.2,NetBanking,2025-08-20
342,Book 3301,Fiction,Bengaluru,529.61,4,3.5,Card,2025-04-17
343,Book 684,Children,Pune,1273.61,2,4.1,COD,2025-08-15
344,Book 1793,History,Mumbai,1350.22,3,2.5,Card,2025-07-07
345,Book 2859,Mystery,Bengaluru,502.07,5,2.7,UPI,2025-11-27
346,Book 2064,Romance,Delhi,1262.0,4,1.6,UPI,2025-04-04
347,Book 3123,Biography,Pune,1434.8,1,4.3,Card,2025-12-28
348,Book 1159,Children,Mumbai,1131.84,1,1.9,Card,2025-12-08
349,Book 46,History,Mumbai,1112.89,5,2.2,UPI,2025-03-07
350,Book 2106,Sci-Fi,Delhi,618.02,3,3.1,NetBanking,2025-03-02
351,Book 3261,Children,Chennai,1344.86,2,2.2,NetBanking,2025-07-14
352,Book 2813,Biography,Mumbai,810.57,2,1.7,Card,2025-01-17
353,Book 3283,History,Bengaluru,510.17,2,4.1,UPI,2025-04-20
